B,G,R,class
199,187,235,normal
175,173,125,normal
23,22,2,normal
201,197,156,normal
177,174,129,normal
180,177,132,normal
133,168,218,anomaly
83,52,203,normal
120,158,222,anomaly
162,160,112,normal
142,145,96,normal
84,114,85,normal
2,3,0,normal
133,129,254,normal
8,171,255,normal
238,183,186,normal
19,19,13,normal
199,198,160,normal
91,69,248,normal
104,153,227,anomaly
99,149,221,anomaly
150,162,226,anomaly
200,200,160,normal
104,146,211,anomaly
51,94,145,anomaly
0,0,255,normal
45,43,32,normal
253,252,184,normal
152,190,254,anomaly
175,172,127,normal
54,55,21,normal
98,104,57,normal
196,194,159,normal
139,179,244,anomaly
158,162,120,normal
164,160,112,normal
6,3,0,normal
180,177,132,normal
105,119,231,normal
107,147,206,anomaly
99,130,183,anomaly
180,177,132,normal
158,162,127,normal
58,59,20,normal
171,96,170,normal
103,107,65,normal
113,150,212,anomaly
0,2,175,normal
201,200,162,normal
147,148,98,normal
150,151,101,normal
178,176,128,normal
181,179,138,normal
145,148,99,normal
32,33,7,normal
141,141,195,anomaly
24,92,69,normal
178,142,34,normal
172,171,121,normal
48,90,137,anomaly
176,189,233,anomaly
162,160,106,normal
136,139,90,normal
84,83,39,normal
120,155,219,anomaly
184,181,137,normal
59,60,20,normal
157,156,105,normal
176,174,126,normal
96,151,226,anomaly
56,55,41,normal
154,165,227,anomaly
183,179,130,normal
138,156,19,normal
84,92,132,anomaly
9,9,0,normal
199,198,160,normal
135,146,154,normal
36,32,31,normal
163,164,124,normal
164,163,113,normal
111,155,216,anomaly
171,168,124,normal
168,164,123,normal
162,176,225,anomaly
165,168,119,normal
53,107,170,anomaly
175,175,129,normal
113,112,54,normal
2,2,2,normal
137,139,103,normal
203,201,171,normal
103,150,224,anomaly
181,178,134,normal
19,19,13,normal
180,177,132,normal
176,172,123,normal
81,82,38,normal
171,170,119,normal
72,86,134,anomaly
195,194,156,normal
167,163,114,normal
145,88,167,normal
133,134,100,normal
162,160,112,normal
61,65,24,normal
204,203,169,normal
170,169,119,normal
142,143,93,normal
158,159,115,normal
54,55,21,normal
71,71,57,normal
165,161,112,normal
136,134,80,normal
107,144,202,anomaly
62,61,17,normal
50,52,16,normal
162,178,225,anomaly
23,14,118,normal
236,227,214,normal
169,184,233,anomaly
12,12,0,normal
56,103,154,anomaly
169,167,119,normal
173,171,123,normal
178,175,130,normal
132,132,86,normal
171,170,126,normal
207,215,255,anomaly
198,198,158,normal
101,127,164,anomaly
95,95,41,normal
110,114,167,anomaly
26,25,5,normal
172,186,238,anomaly
102,139,207,anomaly
68,70,28,normal
10,11,7,normal
136,133,89,normal
120,152,218,anomaly
26,66,48,normal
161,163,121,normal
163,162,111,normal
43,41,30,normal
138,138,92,normal
136,133,78,normal
138,137,81,normal
106,144,202,anomaly
187,186,142,normal
170,169,119,normal
110,108,43,normal
187,187,141,normal
133,156,18,normal
94,144,226,anomaly
110,113,64,normal
131,134,88,normal
172,173,129,normal
48,46,236,normal
180,178,137,normal
53,55,19,normal
201,200,162,normal
168,166,112,normal
185,182,138,normal
148,170,22,normal
194,193,155,normal
36,0,145,normal
168,168,132,normal
176,174,126,normal
77,76,55,normal
164,162,114,normal
59,63,22,normal
132,165,228,anomaly
80,83,37,normal
140,165,229,anomaly
143,145,93,normal
23,73,61,normal
131,131,131,normal
109,149,208,anomaly
164,177,233,anomaly
0,194,0,normal
192,190,190,normal
127,153,213,anomaly
131,143,147,normal
55,56,22,normal
126,168,215,anomaly
95,95,41,normal
69,71,25,normal
194,194,154,normal
179,177,129,normal
199,198,160,normal
167,181,230,anomaly
139,137,97,normal
111,86,250,normal
181,175,128,normal
65,66,26,normal
172,171,127,normal
163,178,110,normal
12,69,44,normal
239,242,247,normal
188,185,141,normal
95,94,38,normal
99,151,222,anomaly
171,170,119,normal
143,142,86,normal
156,159,114,normal
108,147,215,anomaly
198,195,164,normal
60,60,46,normal
154,159,120,normal
153,154,104,normal
198,194,159,normal
188,149,40,normal
178,176,128,normal
26,22,3,normal
161,163,121,normal
199,197,162,normal
200,206,253,anomaly
187,184,146,normal
56,57,17,normal
108,108,62,normal
149,192,249,anomaly
101,100,56,normal
180,177,132,normal
33,34,8,normal
126,126,162,normal
228,212,205,normal
87,89,37,normal
176,174,126,normal
185,183,152,normal
57,59,23,normal
38,54,36,normal
100,91,94,normal
180,178,130,normal
177,174,129,normal
51,103,156,anomaly
140,165,229,anomaly
98,147,223,anomaly
31,31,1,normal
164,168,132,normal
76,79,34,normal
6,8,9,normal
164,162,114,normal
197,196,158,normal
128,130,88,normal
0,180,1,normal
55,55,31,normal
154,153,95,normal
157,154,103,normal
184,183,139,normal
201,199,164,normal
3,1,0,normal
167,181,230,anomaly
129,129,129,normal
179,177,129,normal
68,161,70,normal
15,14,0,normal
202,201,163,normal
46,45,11,normal
165,164,114,normal
138,137,87,normal
96,100,153,anomaly
53,54,20,normal
103,153,219,anomaly
56,60,19,normal
72,74,28,normal
87,132,213,anomaly
183,184,150,normal
120,123,68,normal
136,139,90,normal
200,198,163,normal
130,163,226,anomaly
132,132,92,normal
3,1,0,normal
122,123,121,normal
80,92,132,anomaly
255,137,87,normal
167,164,113,normal
172,168,119,normal
170,162,122,normal
63,64,22,normal
179,176,132,normal
38,40,28,normal
51,53,17,normal
167,165,111,normal
111,111,63,normal
183,179,138,normal
185,184,140,normal
138,140,88,normal
46,113,182,anomaly
175,191,237,anomaly
205,203,169,normal
198,196,162,normal
180,179,135,normal
169,165,116,normal
124,154,225,anomaly
255,125,95,normal
53,56,24,normal
55,56,24,normal
161,176,232,anomaly
63,66,27,normal
153,156,111,normal
130,163,219,anomaly
198,196,162,normal
154,159,120,normal
217,27,228,normal
34,32,8,normal
171,187,233,anomaly
196,195,157,normal
46,95,141,anomaly
165,163,115,normal
46,96,148,anomaly
200,194,165,normal
25,39,21,normal
63,64,22,normal
94,98,151,anomaly
71,73,27,normal
173,167,120,normal
0,188,0,normal
138,137,81,normal
138,140,88,normal
172,171,121,normal
208,214,255,anomaly
180,177,133,normal
17,8,189,normal
157,154,103,normal
178,178,132,normal
53,101,165,anomaly
69,70,36,normal
82,119,187,anomaly
129,136,245,normal
164,160,112,normal
133,170,222,anomaly
125,159,225,anomaly
56,63,36,normal
180,179,135,normal
2,4,4,normal
65,65,19,normal
163,165,129,normal
35,34,8,normal
80,83,37,normal
121,155,91,normal
88,96,143,anomaly
67,68,26,normal
40,40,28,normal
55,56,22,normal
143,165,231,anomaly
140,188,254,anomaly
51,51,11,normal
134,136,90,normal
114,120,173,anomaly
51,55,19,normal
135,138,88,normal
58,109,172,anomaly
126,165,217,anomaly
225,220,221,normal
140,141,85,normal
181,178,134,normal
91,89,35,normal
120,153,216,anomaly
142,141,85,normal
44,163,88,normal
139,145,92,normal
174,170,121,normal
167,181,233,anomaly
81,79,68,normal
201,200,162,normal
153,191,255,anomaly
184,181,136,normal
66,67,23,normal
174,189,238,anomaly
169,173,121,normal
53,94,143,anomaly
44,47,8,normal
57,55,24,normal
146,187,249,anomaly
63,34,243,normal
86,92,37,normal
50,101,151,anomaly
157,161,126,normal
178,175,131,normal
160,158,118,normal
166,163,112,normal
4,4,0,normal
50,52,16,normal
200,198,163,normal
90,33,18,normal
45,47,17,normal
188,189,145,normal
125,157,228,anomaly
181,182,140,normal
180,177,126,normal
98,90,101,normal
161,161,113,normal
191,189,149,normal
154,192,255,anomaly
179,195,238,anomaly
198,197,159,normal
130,134,93,normal
131,167,231,anomaly
91,79,97,normal
240,227,219,normal
160,164,122,normal
164,166,130,normal
211,173,149,normal
124,84,9,normal
153,191,255,anomaly
179,176,131,normal
92,67,247,normal
167,183,225,anomaly
71,131,185,anomaly
161,170,233,anomaly
255,255,255,normal
173,173,127,normal
174,172,124,normal
121,152,221,anomaly
90,3,6,normal
58,61,22,normal
48,164,87,normal
165,169,134,normal
58,67,47,normal
134,139,88,normal
119,118,60,normal
108,150,219,anomaly
240,161,148,normal
129,132,87,normal
232,210,205,normal
5,2,4,normal
180,179,135,normal
178,177,133,normal
180,178,137,normal
126,132,83,normal
30,29,3,normal
145,143,89,normal
113,157,216,anomaly
50,93,142,anomaly
154,68,156,normal
162,160,112,normal
178,175,130,normal
46,68,126,anomaly
255,255,255,normal
31,33,4,normal
193,192,154,normal
12,67,58,normal
35,34,8,normal
167,181,234,anomaly
90,65,245,normal
164,161,110,normal
185,184,140,normal
101,137,201,anomaly
166,177,235,anomaly
49,47,16,normal
163,163,115,normal
0,1,0,normal
64,65,21,normal
51,18,222,normal
2,0,0,normal
67,68,24,normal
148,184,254,anomaly
180,177,133,normal
18,20,0,normal
197,195,160,normal
173,161,107,normal
86,87,37,normal
201,197,162,normal
182,179,134,normal
162,202,255,anomaly
55,56,24,normal
184,181,136,normal
23,17,4,normal
172,173,129,normal
52,54,18,normal
161,161,125,normal
195,193,159,normal
178,178,132,normal
61,62,20,normal
76,45,254,normal
165,166,116,normal
163,162,112,normal
141,181,246,anomaly
205,204,170,normal
201,200,162,normal
176,215,177,normal
196,194,160,normal
151,154,199,normal
197,208,252,anomaly
79,87,127,anomaly
57,59,23,normal
32,33,7,normal
50,67,124,anomaly
155,193,255,anomaly
67,80,136,anomaly
140,175,219,anomaly
33,0,139,normal
192,192,152,normal
2,5,0,normal
7,8,0,normal
17,19,0,normal
164,163,113,normal
36,39,7,normal
79,78,57,normal
151,153,101,normal
85,84,28,normal
54,57,18,normal
108,107,51,normal
207,213,212,normal
149,148,97,normal
47,49,13,normal
174,176,124,normal
170,174,138,normal
173,187,240,anomaly
58,114,173,anomaly
55,100,151,anomaly
177,175,127,normal
198,198,158,normal
100,149,225,anomaly
77,80,31,normal
129,130,96,normal
53,54,20,normal
135,166,217,anomaly
99,76,245,normal
150,164,230,anomaly
53,95,142,anomaly
207,200,150,normal
248,250,250,normal
172,171,121,normal
149,187,251,anomaly
159,130,115,normal
106,55,69,normal
55,59,24,normal
255,255,255,normal
113,111,57,normal
179,176,131,normal
109,150,212,anomaly
186,186,140,normal
169,168,140,normal
53,109,168,anomaly
165,164,113,normal
197,196,158,normal
246,235,231,normal
240,204,168,normal
123,160,220,anomaly
53,57,22,normal
98,147,217,anomaly
102,109,166,anomaly
124,161,221,anomaly
177,174,129,normal
118,154,102,normal
125,158,227,anomaly
241,206,173,normal
77,76,56,normal
2,1,0,normal
55,56,22,normal
64,67,41,normal
134,134,118,normal
86,91,60,normal
11,9,0,normal
128,128,128,normal
147,150,101,normal
183,182,132,normal
169,169,121,normal
199,197,162,normal
107,151,210,anomaly
135,109,79,normal
166,166,120,normal
248,248,254,normal
71,67,49,normal
115,118,173,anomaly
59,59,35,normal
159,162,123,normal
98,97,71,normal
112,111,60,normal
170,184,232,anomaly
165,164,126,normal
36,36,6,normal
19,61,44,normal
79,89,129,anomaly
121,156,220,anomaly
228,212,205,normal
44,165,91,normal
234,190,153,normal
125,124,66,normal
80,87,130,anomaly
195,193,153,normal
153,154,104,normal
59,59,59,normal
121,124,179,anomaly
148,149,99,normal
13,6,187,normal
193,192,154,normal
174,189,235,anomaly
178,175,131,normal
214,198,192,normal
188,186,145,normal
124,171,227,anomaly
145,176,237,anomaly
0,0,164,normal
61,62,22,normal
177,177,129,normal
98,91,152,normal
52,54,18,normal
116,150,209,anomaly
135,135,135,normal
119,154,218,anomaly
251,255,255,normal
188,195,190,normal
139,141,89,normal
162,162,114,normal
170,169,119,normal
176,176,130,normal
77,90,128,anomaly
134,137,91,normal
179,175,134,normal
222,222,222,normal
186,186,146,normal
157,98,220,normal
33,34,8,normal
35,37,7,normal
150,152,100,normal
51,53,17,normal
178,176,128,normal
137,138,96,normal
171,169,121,normal
171,170,120,normal
147,161,220,anomaly
55,56,16,normal
57,106,84,normal
147,145,91,normal
158,155,104,normal
67,68,24,normal
129,132,87,normal
181,179,138,normal
136,76,94,normal
16,11,2,normal
171,169,121,normal
155,169,221,anomaly
153,156,107,normal
51,53,17,normal
35,34,8,normal
241,221,233,normal
205,216,254,anomaly
49,50,34,normal
202,200,165,normal
254,254,254,normal
201,211,251,anomaly
183,180,135,normal
163,162,112,normal
67,69,23,normal
127,133,86,normal
150,95,218,normal
9,7,0,normal
205,203,169,normal
119,169,229,anomaly
156,154,100,normal
181,179,138,normal
177,177,137,normal
71,74,25,normal
78,81,32,normal
204,203,169,normal
66,68,22,normal
74,71,26,normal
205,203,169,normal
180,179,135,normal
160,164,122,normal
65,114,176,anomaly
36,37,11,normal
0,0,175,normal
160,163,117,normal
54,95,144,anomaly
146,145,89,normal
36,34,10,normal
151,150,94,normal
201,211,251,anomaly
0,137,105,normal
151,172,233,anomaly
158,161,112,normal
200,198,163,normal
134,138,97,normal
172,172,124,normal
132,172,221,anomaly
199,197,162,normal
57,58,18,normal
197,196,158,normal
179,177,129,normal
173,177,141,normal
182,179,135,normal
16,14,3,normal
146,147,97,normal
41,42,10,normal
170,168,120,normal
42,43,9,normal
161,162,122,normal
175,173,125,normal
183,157,117,normal
206,214,254,anomaly
157,158,118,normal
82,251,225,normal
108,227,248,normal
187,184,146,normal
162,161,111,normal
109,67,162,normal
146,145,89,normal
199,98,120,normal
15,15,1,normal
0,0,255,normal
200,198,163,normal
85,35,13,normal
78,85,128,anomaly
181,182,138,normal
34,36,6,normal
178,178,132,normal
178,177,133,normal
126,147,174,anomaly
4,4,0,normal
81,82,78,normal
142,144,92,normal
148,166,231,anomaly
132,172,225,anomaly
52,56,20,normal
201,199,164,normal
36,36,24,normal
179,177,129,normal
181,178,134,normal
197,196,158,normal
51,50,16,normal
175,173,125,normal
249,211,207,normal
204,202,168,normal
68,70,24,normal
193,211,255,anomaly
177,177,129,normal
138,141,92,normal
98,111,167,anomaly
105,147,214,anomaly
180,177,132,normal
182,179,134,normal
175,180,135,normal
228,212,82,normal
181,178,133,normal
193,193,153,normal
73,114,193,anomaly
54,55,16,normal
163,161,113,normal
125,164,216,anomaly
156,155,97,normal
56,61,22,normal
137,179,226,anomaly
181,177,136,normal
97,97,43,normal
199,190,170,normal
191,189,149,normal
181,182,140,normal
186,181,178,normal
61,243,232,normal
35,34,8,normal
93,93,39,normal
61,128,197,anomaly
150,96,217,normal
98,136,201,anomaly
131,156,226,anomaly
0,20,150,normal
73,76,27,normal
179,178,134,normal
142,145,100,normal
153,157,105,normal
144,142,88,normal
198,197,159,normal
136,193,114,normal
166,164,116,normal
156,158,116,normal
44,44,8,normal
59,59,47,normal
164,160,112,normal
222,222,222,normal
174,184,238,anomaly
163,160,109,normal
169,182,234,anomaly
198,198,158,normal
101,149,221,anomaly
56,61,22,normal
173,179,124,normal
0,1,1,normal
172,169,125,normal
113,155,208,anomaly
200,198,163,normal
171,170,120,normal
12,22,9,normal
165,163,115,normal
59,61,25,normal
181,105,177,normal
41,42,8,normal
65,67,21,normal
173,189,236,anomaly
181,179,131,normal
65,64,20,normal
48,105,150,anomaly
173,172,122,normal
179,176,131,normal
63,62,12,normal
165,163,115,normal
182,182,136,normal
25,22,14,normal
152,156,115,normal
31,29,129,normal
132,135,90,normal
237,221,232,normal
170,170,124,normal
159,156,105,normal
61,62,18,normal
181,177,136,normal
170,169,119,normal
61,123,193,anomaly
68,69,25,normal
100,140,198,anomaly
127,127,127,normal
177,194,233,anomaly
132,133,94,normal
167,163,114,normal
196,195,157,normal
133,139,86,normal
99,92,153,normal
96,89,150,normal
193,193,153,normal
120,152,217,anomaly
181,178,133,normal
153,156,130,normal
110,109,51,normal
15,14,10,normal
131,132,93,normal
52,56,21,normal
51,53,33,normal
182,179,135,normal
175,191,237,anomaly
164,163,113,normal
180,180,134,normal
69,70,26,normal
197,196,158,normal
60,57,36,normal
174,173,123,normal
90,66,238,normal
0,0,169,normal
103,148,222,anomaly
136,139,90,normal
118,117,59,normal
135,143,102,normal
155,152,101,normal
30,31,22,normal
172,172,132,normal
110,153,216,anomaly
151,163,229,anomaly
199,197,163,normal
157,155,101,normal
155,192,254,anomaly
113,147,213,anomaly
100,125,181,anomaly
15,15,0,normal
178,178,132,normal
2,123,255,normal
146,116,99,normal
20,16,5,normal
53,57,22,normal
17,11,4,normal
157,161,125,normal
0,1,0,normal
54,55,21,normal
54,94,143,anomaly
136,166,223,anomaly
96,138,213,anomaly
83,138,219,anomaly
130,163,219,anomaly
53,47,236,normal
213,225,229,normal
190,188,148,normal
21,19,1,normal
57,59,23,normal
184,181,137,normal
49,48,34,normal
65,101,147,anomaly
52,93,142,anomaly
54,55,21,normal
185,167,156,normal
161,182,233,anomaly
180,174,133,normal
50,106,153,anomaly
92,137,204,anomaly
179,180,138,normal
139,142,93,normal
117,116,58,normal
254,42,242,normal
163,161,113,normal
94,94,70,normal
96,195,245,normal
59,57,22,normal
179,177,129,normal
173,172,122,normal
58,56,26,normal
2,20,151,normal
96,147,220,anomaly
28,25,10,normal
130,161,230,anomaly
99,44,39,normal
102,142,207,anomaly
162,162,114,normal
52,52,52,normal
202,211,254,anomaly
236,196,161,normal
172,171,121,normal
40,90,150,anomaly
203,201,167,normal
180,177,133,normal
104,147,214,anomaly
181,179,131,normal
54,55,15,normal
173,172,122,normal
195,193,152,normal
187,187,141,normal
32,33,7,normal
144,181,225,anomaly
118,154,214,anomaly
134,136,190,anomaly
156,159,114,normal
85,88,33,normal
182,180,132,normal
46,48,12,normal
180,177,132,normal
182,179,134,normal
179,175,127,normal
176,174,126,normal
201,200,162,normal
55,56,24,normal
202,200,165,normal
133,173,225,anomaly
66,120,183,anomaly
0,0,1,normal
144,164,21,normal
172,168,119,normal
145,144,88,normal
163,164,114,normal
181,178,133,normal
135,152,17,normal
151,169,230,anomaly
171,169,121,normal
60,61,21,normal
77,83,128,anomaly
165,179,232,anomaly
158,195,255,anomaly
57,58,18,normal
51,56,17,normal
32,33,7,normal
142,180,245,anomaly
237,225,221,normal
177,175,127,normal
0,0,182,normal
39,85,143,anomaly
177,175,127,normal
193,192,154,normal
2,1,0,normal
205,203,169,normal
89,91,61,normal
146,147,97,normal
162,160,120,normal
113,139,169,anomaly
125,124,96,normal
44,161,82,normal
56,54,43,normal
4,0,72,normal
137,165,230,anomaly
167,166,116,normal
4,5,3,normal
2,0,0,normal
254,247,184,normal
55,59,23,normal
166,164,116,normal
78,87,125,anomaly
0,179,0,normal
127,166,218,anomaly
180,176,125,normal
203,202,168,normal
98,136,194,anomaly
167,167,119,normal
87,116,183,anomaly
164,162,114,normal
180,177,139,normal
153,155,109,normal
53,54,20,normal
180,178,137,normal
60,128,201,anomaly
178,175,131,normal
166,166,130,normal
168,182,234,anomaly
3,3,0,normal
172,168,119,normal
123,158,222,anomaly
129,168,220,anomaly
200,198,163,normal
71,73,27,normal
76,79,30,normal
120,154,208,anomaly
173,170,125,normal
65,66,22,normal
156,158,116,normal
